Name,Team,position,ovr rating,age,college,awareness rating,throw power rating,kick return rating,lead block rating,strength rating,b c vision rating,catch in traffic rating,play action rating,pursuit rating,medium route running rating,catching rating,acceleration rating,spin move rating,height,finesse moves rating,spectacular catch rating,run block rating,tackle rating,injury rating,zone coverage rating,weight,plyr birthdate,deep route running rating,years pro,total salary,trucking rating,throw accuracy short rating,juke move rating,play recognition rating,short route running rating,jersey num,break sack rating,speed rating,run block power rating,jumping rating,toughness rating,throw on the run rating,man coverage rating,stiff arm rating,power moves rating,iteration,release rating,hit power rating,throw accuracy mid rating,kick accuracy rating,pass block power rating,impact blocking rating,portrait id,stamina rating,carrying rating,break tackle rating,kick power rating,plyr handedness,throw under pressure rating,signing bonus,pass block rating,press rating,throw accuracy deep rating,block shedding rating,run block finesse rating,agility rating,elusiveness rating,pass block finesse rating,,primary key,encrypted id
Shawn Williams,CIN,SS,79,28,Georgia,80,35,45,22,77,62,54,6,79,10,68,91,65,72,59,61,35,80,91,77,210,5/13/1991,10,6,17490000,59,6,69,79,15,36,15,88,35,89,90,6,67,57,55,1,25,85,6,19,35,67,6681,88,65,40,26,Right,16,3640000,35,72,6,57,35,82,55,35,,1507,p5mjl81g8m712d07bto5dlbnt0
Albert Wilson,MIA,WR,79,27,Georgia State,89,41,77,28,55,88,82,16,42,80,87,91,83,69,10,80,59,25,91,17,186,7/12/1992,74,5,19940000,48,32,89,24,83,15,25,91,19,88,68,31,12,50,10,1,76,15,28,18,13,48,6643,88,78,80,21,Right,20,4060000,24,15,22,35,11,89,84,13,,2313,6sp67vukfomglem6182qhsgl4k
Wesley Woodyard,TEN,MLB,79,33,Kentucky,83,25,10,27,66,25,15,6,89,5,67,88,15,72,62,15,45,90,95,56,233,7/21/1986,5,11,7650000,25,6,30,88,15,59,12,83,45,79,86,6,46,35,50,1,12,83,6,20,45,87,3276,93,67,11,20,Right,12,100000,45,50,6,85,45,80,21,45,,28384,25f4tn3likh81n4ejgj4n5o79c
Kwon Alexander,SF,MLB,78,25,LSU,88,27,15,23,79,39,30,6,84,5,68,90,55,73,55,35,45,80,84,72,227,8/3/1994,5,4,38980000,50,6,59,87,15,56,12,87,45,86,84,6,65,41,64,1,15,86,6,20,45,83,6989,88,50,20,20,Right,13,14250000,45,57,6,66,45,84,35,45,,2567,0igd8jrgi2e0j1gnks5950erf4
Arik Armstead,SF,DT,78,25,Oregon,80,35,10,16,87,20,10,6,80,3,38,81,25,79,66,15,45,85,82,39,292,11/15/1993,2,4,9050000,44,6,15,80,10,91,12,72,45,83,83,6,31,45,82,1,12,77,6,30,45,86,7003,73,44,16,30,Right,17,0,45,35,6,80,45,71,26,45,,2533,38daeugd9nh5s39i6dtaiuf7ks
Nick Bosa,SF,RE,78,21,Ohio State,74,25,10,18,84,30,27,6,82,10,45,91,32,76,79,23,45,82,84,37,266,10/23/1997,6,0,10430000,31,6,38,73,17,97,12,79,45,81,83,6,23,34,72,1,16,84,6,17,44,83,9390,83,38,21,17,Right,14,22320000,45,27,6,76,45,86,33,45,,20565,le1go2bk6rqmm23r7f1olg7l30
Matt Bosher,ATL,P,78,31,Miami,67,45,10,19,58,55,10,20,45,10,35,82,55,72,10,12,19,39,92,15,208,10/18/1987,10,8,12660000,45,30,64,28,10,5,32,76,19,65,84,20,12,45,10,1,12,57,30,84,15,19,4330,85,55,22,92,Right,19,2520000,25,10,25,30,19,67,35,13,,10806,gp855e3qqlq847d2g0i76i8bg4
Nigel Bradham,PHI,ROLB,78,29,Florida State,81,25,10,25,75,45,28,6,82,10,62,87,33,74,58,25,45,80,96,75,241,9/4/1989,6,7,29860000,36,6,43,79,20,53,12,86,45,87,87,6,71,35,53,1,25,83,6,20,45,85,5064,94,60,10,20,Right,14,8060000,45,54,6,67,45,82,25,45,,11551,196rj5li394hjm1j9eak82mjjg
Trent Brown,LV,RT,78,26,Florida,88,25,10,79,92,15,12,6,12,5,35,75,10,80,10,12,76,40,85,15,380,4/13/1993,5,4,30250000,35,6,10,15,12,77,12,63,79,75,76,6,12,25,10,1,12,20,6,20,82,81,7422,80,32,5,20,Right,15,35500000,81,10,6,31,74,58,10,79,,2661,k5rf0508pnsbsevbub7bqnb7cs
Jack Conklin,TEN,RT,78,25,Michigan St.,89,22,9,81,87,12,15,5,29,5,24,81,12,78,14,15,77,34,92,14,308,8/17/1994,5,3,6140000,24,5,11,19,14,78,12,72,74,74,95,5,11,15,15,1,16,24,5,19,82,87,7954,88,29,7,18,Right,13,9760000,81,10,5,26,81,63,14,79,,17663,2s4tb1hu806strf5k3ti9n57cc
Laurent Duvernay-Tardif,KC,RG,78,28,McGill Univ.,81,17,10,78,92,10,30,6,31,20,40,76,10,77,10,25,78,45,93,12,321,2/11/1991,12,5,32350000,15,6,10,10,30,76,12,72,80,77,86,6,12,10,10,1,40,15,6,21,80,84,7096,85,65,5,20,Right,13,10280000,79,10,6,25,75,69,10,78,,2029,n4g74tld73conli0856ehbp0f4
Michael Gallup,DAL,WR,78,23,Colorado St.,82,25,55,20,68,85,80,10,31,80,83,91,80,73,10,85,50,32,90,20,198,4/4/1996,83,1,2630000,47,20,86,17,82,13,20,90,26,86,84,10,15,77,10,1,79,28,15,15,24,42,8897,92,76,76,19,Right,18,880000,28,13,10,28,29,88,80,20,,13108,vib117co366sajf92lvc4p8svo
Jimmy Garoppolo,SF,QB,78,27,E. Illinois,81,90,10,10,63,66,15,85,37,16,35,81,56,74,10,25,10,16,93,19,225,11/2/1991,14,5,126850000,42,89,63,22,17,10,76,74,10,78,90,83,17,39,10,1,20,12,83,10,10,10,6429,93,62,52,20,Right,84,10000000,10,10,82,16,10,75,47,10,,10866,u2fbeaj5mab2innuijfadip47s
Clayton Geathers,IND,SS,78,27,UCF,79,30,40,17,74,53,45,15,85,10,53,90,60,74,60,60,35,78,89,65,220,12/27/1991,10,4,1750000,52,15,54,82,20,26,15,87,35,87,86,15,68,53,44,1,15,88,10,19,35,62,7130,85,64,26,25,Right,10,1250000,35,62,10,64,35,79,41,35,,2597,u9t5v2jcjmiulfi8j50gvb8e5s
Derrius Guice,WAS,HB,78,22,LSU,65,28,79,45,80,84,53,15,37,45,61,91,81,71,10,46,43,35,89,12,225,6/21/1997,38,1,3160000,91,25,85,19,51,29,29,90,32,77,93,18,12,85,12,1,49,33,20,16,49,46,8906,87,91,86,22,Right,18,1380000,61,15,15,32,28,93,81,46,,13089,uoso7jhmhlo09opr6s2ucvb554
Josh Hill,NO,TE,78,29,Idaho State,82,40,30,50,74,68,78,15,46,71,81,86,65,77,10,82,60,35,89,20,250,5/21/1990,63,6,7680000,68,19,64,20,73,89,15,83,59,87,67,16,15,66,10,1,76,15,17,20,58,65,6665,81,69,55,20,Right,15,4010000,59,15,14,44,61,83,54,56,,14291,iij0kqfou8d39krkvqdgkggft0
Adam Humphries,TEN,WR,78,26,Clemson,86,33,83,25,65,79,82,6,39,82,89,89,74,71,10,80,56,28,87,16,195,6/24/1993,74,4,24000000,41,15,79,19,85,10,22,88,35,83,66,10,10,51,10,1,74,15,10,30,10,45,7717,88,73,75,25,Right,20,12000000,25,15,6,33,30,87,79,10,,2784,cmmku2kr4ui00egdadkg5t8or4
Maurice Hurst,LV,DT,78,24,Michigan,72,12,17,30,94,22,26,6,80,15,28,83,18,74,82,23,45,83,83,29,291,5/9/1995,13,1,2460000,35,6,27,74,18,73,12,73,45,76,90,6,25,34,67,1,23,82,6,12,45,86,8931,86,31,23,14,Right,10,320000,45,23,6,80,45,67,18,45,,13086,m85r55ej0bngnvs5tfk8s62cak
Hayden Hurst,BAL,TE,78,26,South Carolina,65,73,35,52,69,72,76,6,39,71,85,88,70,76,33,85,57,44,90,19,265,8/24/1993,67,1,4920000,83,15,81,18,75,81,12,83,54,77,87,10,12,81,22,1,73,40,10,16,51,65,8930,86,81,73,23,Right,15,6120000,55,13,6,35,58,83,75,55,,13256,ruam0t7dd6c3qnmrtobrrpd6d4
Harold Landry III,TEN,ROLB,78,23,Boston College,70,23,15,22,78,50,44,6,84,15,50,89,44,74,84,41,45,81,88,58,252,6/5/1996,10,1,3760000,36,6,52,68,20,58,12,84,45,86,88,6,48,36,71,1,12,82,6,14,45,77,8966,87,47,36,18,Right,15,2960000,45,39,6,71,45,86,43,45,,13172,atfh3c2b4phdbnmjan7lj28l9c
Willie Snead IV,BAL,WR,78,26,Ball State,87,56,74,25,64,84,83,29,39,82,84,94,76,71,10,79,55,30,90,13,205,10/17/1992,77,5,5000000,37,44,83,26,81,83,22,89,39,86,71,37,18,49,10,1,76,15,39,14,18,45,7606,91,77,78,15,Right,27,2000000,35,15,36,30,32,86,76,14,,2803,jjg7h1dslpq3fkp3tgd8t8du28
Jesse James,DET,TE,78,25,Penn State,80,20,10,49,78,78,79,6,20,70,85,85,64,79,20,78,63,40,92,15,261,6/4/1994,65,4,12550000,69,15,56,15,72,83,12,83,63,87,65,10,12,62,20,1,74,15,10,20,65,64,7184,91,79,56,22,Right,13,8620000,66,10,6,40,59,72,53,60,,2481,5b7k2nve6u789hb2h80d6sbs8g
Ja'Wuan James,DEN,RT,78,27,Tennessee,84,15,10,78,84,10,10,6,30,5,25,78,10,78,10,12,75,30,88,11,312,6/3/1992,5,5,26000000,12,6,10,23,10,70,12,60,73,75,66,6,16,10,10,1,12,35,6,21,85,85,6463,86,40,5,20,Right,16,26800000,83,10,6,20,75,69,11,81,,10876,9ssveit8nj0cl8vfrd48h0rsts
Tim Jernigan,PHI,DT,78,26,Florida State,82,26,10,38,86,30,30,6,83,7,41,82,25,74,60,30,45,83,90,50,295,9/24/1992,3,5,630000,35,6,21,85,15,93,12,71,45,75,76,6,40,28,80,1,25,72,6,19,45,88,6468,80,49,17,32,Right,17,1000000,45,10,6,80,45,68,32,45,,10877,1prqecb1sm06n08gubb78eekvk
Ben Jones,TEN,C,78,30,Georgia,88,12,10,81,88,10,10,6,32,5,32,76,10,75,10,12,80,40,92,12,308,7/2/1989,5,7,14000000,15,6,10,22,10,60,12,59,76,80,93,6,10,10,10,1,12,12,6,15,77,84,5280,90,39,5,11,Right,10,3520000,79,10,6,33,82,62,10,80,,11508,42ft6cio0s8id76nrjl2v4mtco
Zay Jones,BUF,WR,78,24,East Carolina,85,38,81,29,77,80,85,19,23,78,87,91,70,74,22,90,60,34,94,24,200,3/30/1995,73,2,3610000,69,34,76,17,79,11,22,90,22,87,90,34,15,79,18,1,75,37,29,17,25,49,8611,92,75,76,22,Right,20,3180000,38,20,25,27,12,88,70,23,,12564,81vjr0cjda1u6n26f0qehrf8io
Karl Joseph,LV,SS,78,25,West Virginia,75,27,60,23,76,54,48,15,81,10,73,90,57,70,58,60,16,74,84,73,205,9/8/1993,10,3,5040000,31,15,61,79,20,42,15,87,33,88,86,15,68,47,52,1,23,92,10,18,34,68,8087,87,79,40,21,Right,18,6810000,25,69,10,63,33,87,55,33,,17678,cqn4geneipmv8a5rhdagkdp59o
Jermaine Kearse,DET,WR,78,29,Washington,80,35,44,21,60,83,84,6,35,79,86,93,75,73,10,86,57,32,96,26,209,2/6/1990,80,7,1000000,57,15,78,26,78,13,22,90,37,90,85,10,15,62,10,1,78,12,10,22,20,41,5293,92,75,78,20,Right,27,350000,57,10,6,44,31,85,75,19,,11457,anvbu3dj110qlqv2722vt3l3op6lr23h9ltp6qa9t0vu6675dkc0
Eric Kendricks,MIN,MLB,78,27,UCLA,86,24,10,22,76,49,48,6,83,5,69,90,35,72,60,47,45,81,83,71,232,2/29/1992,5,4,38360000,43,6,44,89,15,54,12,85,45,88,74,6,60,35,50,1,25,85,6,14,45,82,7200,92,60,27,19,Right,10,13250000,45,55,6,71,45,82,42,45,,2559,i2ucpqii0sh4fk2n0tmlatvki4
Dre Kirkpatrick,CIN,CB,78,29,Alabama,81,14,35,12,64,69,48,6,67,11,68,91,72,74,48,62,35,53,85,75,196,10/26/1989,10,7,44500000,50,6,70,82,21,27,15,90,35,86,76,6,77,47,61,1,20,73,6,12,35,54,5300,95,58,55,14,Right,12,8000000,35,87,6,52,35,84,65,35,,11435,o3fa2jlhd8tempc4frcuqh8akg
Tyler Kroft,BUF,TE,78,26,Rutgers,80,40,10,49,71,73,81,6,35,70,80,86,69,78,30,77,61,35,84,25,250,10/15/1992,65,4,12450000,63,15,74,22,74,81,13,80,60,84,62,10,10,72,20,1,80,25,10,21,56,64,7206,84,76,68,22,Right,16,6300000,57,25,6,42,53,77,65,54,,2480,m8vldu67h9k3n6aqfnam86bbjk
Shaq Lawson,BUF,LE,78,25,Clemson,72,22,9,18,85,35,17,6,83,7,45,87,27,75,58,17,45,85,84,48,263,6/17/1994,3,3,16900000,32,6,26,76,14,90,12,82,44,80,84,6,42,40,71,1,17,83,6,19,45,78,8107,80,26,19,20,Right,10,5680000,45,22,6,82,45,78,29,45,,17551,vgk1d4gjeupluiubp197nng59o
Avonte Maddox,PHI,CB,78,23,Pittsburgh,77,27,74,15,55,73,65,6,70,27,68,94,66,69,39,66,40,58,84,71,180,3/31/1996,24,1,2460000,25,6,84,79,37,29,12,93,35,88,74,6,75,34,25,1,27,61,6,10,40,45,8977,89,62,48,19,Right,10,640000,35,76,6,45,35,96,69,35,,13332,im3cc37242oa24ddro89feuf8k
Doug Martin,LV,HB,78,30,Boise State,90,39,65,54,79,86,59,10,62,53,62,87,74,69,30,58,45,54,86,45,223,1/13/1989,45,7,740000,86,35,83,32,60,22,18,87,26,86,91,10,35,82,25,1,58,70,30,33,42,52,5334,93,88,79,35,Right,17,0,68,20,15,49,20,88,74,35,,11230,dut857kqt1ig90132p3o93q1tk
Clay Matthews,LAR,ROLB,78,33,USC,81,13,10,24,84,10,25,6,83,15,67,88,10,75,64,35,45,81,88,54,255,5/14/1986,7,10,4250000,28,6,10,80,25,52,12,82,45,80,91,6,44,10,78,1,15,90,6,10,45,84,2003,97,52,13,17,Right,16,5000000,45,45,6,81,45,84,28,45,,20143,dh9ihgfoe8982n73j2orie8c2c
Marcus Maye,NYJ,FS,78,26,Florida,77,25,48,24,77,62,46,15,79,18,69,90,61,72,47,64,35,77,87,76,207,3/9/1993,13,2,3650000,48,15,68,79,28,20,10,90,35,81,77,15,71,48,31,1,18,87,10,25,35,69,8654,88,65,42,25,Right,15,2920000,35,66,10,52,35,86,57,35,,12577,p24i6encqb7c8p6f3e2le8u0lo
Takkarist McKinley,ATL,RE,78,23,UCLA,77,15,30,15,81,36,27,6,82,16,48,89,38,74,79,29,45,77,87,50,265,11/2/1995,16,2,4660000,29,6,46,74,16,98,12,86,45,80,83,6,41,32,66,1,25,78,6,19,45,75,8660,82,46,30,24,Right,16,5560000,45,42,6,68,45,86,40,45,,12538,iusfsk62aij6i3ns823d085j9g8h4tqkded6qv5dogtjsem1vdcg
Rashaan Melvin,DET,CB,78,29,N. Illinois,78,17,54,17,56,47,45,6,82,10,62,90,65,74,35,60,35,60,86,76,194,10/2/1989,10,6,1430000,10,6,71,79,20,29,10,90,35,90,69,6,78,20,25,1,15,62,6,22,35,47,6720,90,59,40,18,Right,12,700000,35,86,6,58,35,88,50,35,,14172,jgbj4ffthtdiseee4cckqru0co
Uchenna Nwosu,LAC,LOLB,78,22,USC,76,18,10,20,72,41,46,6,81,5,61,88,42,74,83,43,45,81,92,57,251,12/28/1996,5,1,3490000,33,6,52,73,15,42,15,84,45,78,82,6,47,33,69,1,35,83,6,13,45,72,9008,88,47,30,17,Right,13,2270000,45,37,6,75,45,83,43,45,,13145,3arkoa5qmv4anb6jb9bqoe77fc
David Onyemata,NO,DT,78,26,Manitoba,81,13,10,28,89,13,10,6,81,3,35,85,11,76,64,12,45,80,89,33,300,11/13/1992,2,3,3660000,26,6,17,79,10,93,12,70,45,83,85,6,22,29,83,1,12,81,6,12,45,78,8169,81,30,10,29,Right,17,560000,44,10,6,71,45,72,12,45,,17829,45hh0hkvl24gmr47q84c2pkmpk
Jason Pierre-Paul,TB,ROLB,78,30,USF,89,33,10,18,85,35,15,6,81,8,29,84,64,77,80,25,45,81,93,51,278,1/1/1989,4,9,39150000,25,6,26,85,15,90,12,78,45,85,70,6,39,10,58,1,20,88,6,21,45,78,2410,92,37,30,22,Right,14,750000,45,24,6,72,45,82,40,45,,9835,48n817aqa4fuk42fedvlp0174g
Rashaad Penny,SEA,HB,78,23,San Diego St.,74,38,82,33,71,82,56,12,38,49,65,90,73,71,10,50,31,34,92,15,220,2/2/1996,42,1,4860000,70,26,90,12,55,20,23,90,28,79,89,24,13,80,10,1,53,31,21,13,36,31,9017,91,90,78,17,Left,17,5920000,56,18,18,31,22,91,83,29,,13215,ue8b49aebal3vmbfcr1kfteg5c
Dontari Poe,CAR,DT,78,29,Memphis,78,28,10,69,94,38,15,6,78,7,32,83,14,75,57,15,67,85,93,25,346,8/18/1990,3,7,15600000,60,23,18,81,15,95,36,73,69,80,88,6,15,27,78,1,15,87,19,17,45,94,5417,91,40,18,23,Right,31,12390000,45,10,15,72,55,65,23,45,,11296,918lj7ffp1qbn1olknmtvhh4oo
Matt Prater,DET,K,78,35,UCF,65,45,10,15,43,10,10,20,25,10,35,78,10,70,10,12,20,20,85,25,201,8/10/1984,10,12,11150000,10,38,10,15,10,5,12,72,15,40,50,20,10,10,10,1,12,12,32,86,15,15,2449,75,40,5,94,Right,24,4580000,20,10,26,10,15,46,12,15,,28229,4tevum5m5e6guh2h5s6k6s0auc
Robert Quinn,DAL,RE,78,29,North Carolina,78,33,10,25,84,35,20,6,81,10,49,85,35,76,64,30,45,78,91,48,257,5/18/1990,6,8,6000000,46,6,33,75,20,58,12,81,45,82,78,6,50,40,82,1,12,82,6,22,45,85,4452,88,35,25,14,Right,18,2000000,45,45,6,60,45,84,40,45,,10694,23347o6qnc5rcc4cla0aeamvv0
D.J. Reader,HOU,RE,78,25,Clemson,86,24,9,35,88,18,14,6,85,5,29,78,17,75,63,16,45,84,88,26,347,7/1/1994,3,3,3670000,29,6,16,89,13,98,12,61,46,77,84,6,18,25,83,1,15,79,6,17,44,85,8187,83,30,10,17,Right,18,200000,44,13,6,82,45,61,15,45,,17746,b3bqfcnaofikbs9s6qf6235af8
Bradley Roby,HOU,CB,78,27,Ohio State,78,15,72,14,61,65,50,6,67,15,70,91,60,71,64,63,35,49,87,75,194,5/1/1992,10,5,500000,15,6,73,78,25,21,15,92,35,89,70,6,78,25,46,1,35,72,6,12,35,54,6572,92,55,65,11,Right,10,9470000,35,81,6,46,35,91,75,35,,11132,12l7vdjjt92jbs2hdgetnrb9oo
Jake Ryan,JAX,MLB,78,27,Michigan,80,25,10,20,76,35,15,6,85,6,60,88,20,74,57,15,45,86,85,72,240,2/27/1992,5,4,6000000,55,6,35,79,10,47,12,85,45,84,79,6,59,38,65,1,20,82,6,29,45,80,7306,85,60,16,28,Right,10,1000000,45,48,6,78,45,84,31,45,,2568,nt37sto4joa6k10uh38cn1sjeo
Curtis Samuel,CAR,WR,78,23,Ohio State,83,27,75,23,64,84,82,6,32,79,83,93,76,71,18,81,43,26,90,28,196,8/11/1996,77,2,3380000,40,15,86,28,80,10,22,95,23,88,74,10,20,48,12,1,74,24,10,15,30,43,8716,89,74,80,25,Right,23,3080000,38,23,6,24,16,90,83,30,,12579,scg0fdbmqouttqpkaufagdge68
Quinton Spain,BUF,LG,78,28,West Virginia,88,30,10,84,86,20,10,6,30,5,30,79,10,76,10,10,78,40,95,10,330,8/7/1991,5,4,1850000,20,6,10,10,10,67,12,69,76,78,90,6,10,40,20,1,20,30,6,20,82,83,7818,76,39,5,20,Right,13,200000,81,10,6,20,80,55,10,79,,2713,f1kgl7098rcg4crec7rinb8p28
Taywan Taylor,TEN,WR,78,24,W. Kentucky,78,28,75,31,62,83,77,20,37,79,81,94,76,71,10,86,62,31,94,17,203,3/2/1995,78,2,2770000,44,23,84,24,81,13,25,92,22,90,86,26,12,54,10,1,82,22,18,17,12,51,8743,93,72,77,23,Right,19,920000,38,15,13,32,14,93,82,12,,12597,s18snob74s93adovanpta20da8
Shaq Thompson,CAR,MLB,78,25,Washington,80,25,10,25,74,78,67,6,88,23,76,86,76,72,62,43,45,87,93,55,230,4/21/1994,15,4,10870000,71,6,82,82,33,54,17,85,45,83,78,6,48,70,53,1,35,83,6,20,45,85,7352,92,72,58,20,Right,18,1170000,45,63,6,80,45,86,72,45,,2562,ugdctlpvllbobvi0du21nnetso
C.J. Uzomah,CIN,TE,78,26,Auburn,80,49,10,56,72,62,83,35,47,64,78,89,65,78,10,77,70,54,88,15,265,1/14/1993,58,4,12050000,69,45,70,16,67,87,30,85,69,81,82,40,15,66,10,1,66,12,35,15,58,71,7358,84,74,64,22,Right,28,6240000,59,10,34,49,63,79,62,53,,2496,psupitsp1qj55rmrm5g23t68t4
Adam Vinatieri,IND,K,78,46,S. Dakota St.,66,29,10,13,40,10,15,20,19,15,50,58,10,72,10,15,18,32,90,16,212,12/28/1972,15,23,1880000,10,35,10,27,15,4,15,56,18,29,60,20,14,10,10,1,15,12,30,85,18,18,3052,97,40,15,93,Right,31,2000000,22,10,25,32,18,57,25,16,,1323,oougi8kptm0d5ih95mqp34anb4
Trae Waynes,MIN,CB,78,27,Michigan St.,76,25,39,16,67,64,66,6,84,15,71,92,67,72,40,73,35,51,88,72,190,7/25/1992,10,4,9070000,10,6,71,79,25,26,15,94,35,88,82,6,77,35,48,1,35,40,6,14,35,46,7371,93,54,55,15,Right,11,0,35,80,6,61,35,86,65,35,,2574,6j7ei3kj19pu9benej51mjpvco
Trevor Williams,LAC,CB,78,25,Penn State,84,22,68,15,62,73,62,6,81,45,67,90,74,71,42,67,28,59,89,77,191,9/15/1993,38,3,2030000,35,6,78,82,55,24,16,91,35,87,74,6,79,40,33,1,51,52,6,22,35,45,8458,90,53,66,18,Right,17,0,20,73,6,57,35,89,76,35,,12468,0f45t9o4ir6h7kihio3mvcfk44
Robert Alford,ARI,CB,77,30,SE Louisiana,77,29,73,14,59,79,45,6,84,10,74,92,77,70,35,64,35,55,86,76,186,11/1/1988,10,6,17850000,29,6,84,76,20,20,15,92,35,93,69,6,74,40,25,1,15,50,6,14,35,54,6251,92,64,65,15,Right,12,4650000,35,80,6,57,35,90,75,35,,1430,gqesd2fc0et5uh39o8gs9ra6og
Josh Allen,JAX,LE,77,22,Kentucky,73,24,20,12,82,53,61,6,85,40,74,88,48,77,76,60,45,83,93,60,262,7/13/1997,36,0,2000000,51,6,55,75,48,41,12,86,45,81,91,6,52,52,64,1,44,82,6,17,45,84,9365,88,67,37,15,Right,10,20750000,45,58,6,74,45,83,45,45,,20410,vmloqepnl7c3vrf5m0hr1urmpo
Peyton Barber,TB,HB,77,25,Auburn,85,31,55,42,75,82,60,10,38,49,64,91,76,71,12,59,57,33,88,19,225,6/27/1994,41,3,2030000,84,25,82,20,56,25,24,88,34,78,80,10,14,75,11,1,58,21,20,20,31,40,7886,86,90,84,21,Right,17,0,56,16,15,26,33,85,79,26,,17612,60t4ck9tq9panh29g0qllqv9h4
Shaquil Barrett,TB,LOLB,77,26,Colorado St.,78,15,10,24,72,15,20,6,84,5,58,87,10,74,80,20,45,81,88,61,250,11/17/1992,5,5,1000000,33,6,47,76,15,58,12,82,45,73,85,6,57,30,61,1,25,80,6,24,45,84,7656,88,47,25,27,Right,12,3000000,45,39,6,81,45,83,40,45,,2780,jsc9aoi3me522319msc6g2sa3s
Antoine Bethea,NYG,FS,77,35,Howard,82,12,65,20,69,36,40,15,79,20,68,86,48,71,70,64,35,73,89,78,206,7/27/1984,15,13,3250000,39,15,51,80,30,41,10,85,35,86,75,15,74,28,43,1,32,80,10,14,35,65,430,90,65,15,14,Right,20,3250000,35,67,10,62,35,82,30,35,,27338,vthululo8ea3hihgmqo7ri2a9g
Garett Bolles,DEN,LT,77,27,Utah,73,25,10,88,90,28,30,6,36,16,36,83,15,77,27,25,84,36,87,15,297,5/27/1992,8,2,4880000,37,6,19,26,26,72,12,74,80,70,88,6,12,26,33,1,22,42,6,20,72,87,8482,93,29,17,22,Right,14,6160000,76,10,6,34,83,74,27,79,,12545,531map56qsuitl1ad51g38qk7o
Nick Boyle,BAL,TE,77,26,Delaware,83,19,10,57,72,74,76,6,45,64,82,86,60,76,10,77,72,35,92,25,270,2/17/1993,58,4,8330000,74,15,48,15,69,86,19,72,71,88,87,10,15,73,10,1,65,12,10,18,62,72,7025,86,74,39,17,Right,14,9660000,63,10,6,46,66,79,36,58,,2488,ud2gltqvqadmr306im87otsj80
Marquise Brown,BAL,WR,77,22,Oklahoma,72,22,78,19,44,85,77,6,22,79,81,95,80,69,10,82,41,18,86,27,170,6/4/1997,81,0,4920000,25,15,87,16,79,15,17,97,13,85,86,15,17,38,10,1,68,12,10,16,10,29,9402,88,74,72,19,Right,14,6560000,23,12,5,19,14,96,84,10,,20497,8r840rortbd4dfrkk50bncjmduai91npjv0ehtnmcjt8aviae7cg
Adrian Clayborn,ATL,RE,77,31,Iowa,83,16,10,18,84,10,15,6,78,8,27,86,10,75,64,15,45,79,87,34,280,7/6/1988,4,8,1250000,10,6,10,80,15,99,12,76,45,67,85,6,25,10,80,1,15,81,6,25,45,88,4338,77,40,25,15,Right,16,750000,45,20,6,60,45,78,35,45,,10696,76bimtp52hte6bhaur4qa4n5ig
Keelan Cole,JAX,WR,77,26,Kentucky Wesleyan,80,23,74,31,67,82,84,6,33,81,80,91,79,73,10,88,52,26,90,25,195,4/20/1993,80,2,1680000,64,15,83,17,80,84,22,89,29,86,84,10,17,73,10,1,79,18,10,19,12,51,9160,91,71,75,19,Right,24,0,42,15,6,28,25,90,78,12,,12961,hae55njbpjgddc2q6gh53jn73g
Justin Coleman,DET,CB,77,26,Tennessee,82,32,73,15,75,66,29,6,83,14,64,91,72,71,39,61,35,55,89,80,190,3/27/1993,10,4,20450000,33,6,75,84,24,27,13,88,35,88,77,6,75,30,31,1,15,39,6,18,35,45,7434,90,58,53,19,Right,12,15560000,35,66,6,59,35,93,63,30,,2848,9c2ie5un0qgimbhcf69ps0gld8
Britton Colquitt,CLE,P,77,34,Tennessee,68,42,11,10,35,10,14,25,10,11,22,64,10,75,10,12,16,25,91,23,210,3/20/1985,11,10,11200000,12,28,10,22,11,4,15,66,10,40,55,20,10,10,10,1,12,12,27,83,10,10,4607,88,47,5,89,Right,13,0,15,11,25,10,10,60,15,10,,29169,rmj0nfa8ebs3bh3pq28hd3v0sg
James Daniels,CHI,LG,77,21,Iowa,83,26,10,82,84,15,15,6,28,5,20,78,10,76,10,12,79,28,86,12,295,9/13/1997,5,1,3820000,21,6,10,10,10,68,12,63,75,75,82,6,12,10,10,1,12,29,6,14,77,84,8859,86,28,8,15,Right,10,3120000,80,10,6,26,81,76,10,80,,13137,vnrbtek5ajgtl04avv6vj2mnu4
Mike Davis,CHI,HB,77,26,South Carolina,83,25,40,42,69,82,62,10,30,44,69,91,86,69,10,50,45,29,77,15,217,2/19/1993,36,4,3500000,81,30,83,11,51,25,18,89,34,84,80,10,10,77,9,1,56,17,25,20,33,40,7074,86,87,77,21,Right,14,2500000,53,15,15,10,37,86,74,29,,2405,8v7s5kamf95gfevsfvm7nd3qao
Dion Dawkins,BUF,LT,77,25,Temple,85,23,10,82,89,17,10,6,24,14,37,79,11,77,10,12,79,31,89,15,320,4/26/1994,10,2,2920000,33,6,22,13,21,73,12,69,76,64,86,6,12,27,10,1,19,40,6,22,78,81,8529,92,28,8,24,Right,14,1280000,78,10,6,27,80,71,18,80,,12622,if7g70muual69bb5c62bdgokh0
